t,o,h,l,c,v,qv
1758752640000,4155.93,4156.37,4151.99,4154.16,906.6,3765755.97489
1758752700000,4154.16,4155.6,4151.8,4155.59,568.824,2362311.07411
1758752760000,4155.59,4155.6,4150.83,4151.99,408.407,1695812.63135
1758752820000,4152.0,4152.28,4149.0,4150.66,797.303,3308909.17554
1758752880000,4150.66,4153.39,4149.74,4152.05,1869.992,7764228.42134
1758752940000,4152.06,4152.88,4151.86,4152.37,202.377,840323.18546
1758753000000,4152.37,4154.35,4150.36,4151.41,848.941,3525092.17697
1758753060000,4151.41,4153.1,4151.41,4152.73,511.154,2122549.86164
1758753120000,4152.74,4156.0,4151.6,4152.16,500.165,2077759.90176
1758753180000,4152.17,4154.45,4151.59,4153.66,666.067,2766082.42554
1758753240000,4153.67,4154.86,4153.18,4154.29,343.661,1427700.75295
1758753300000,4154.28,4154.58,4150.83,4152.32,1190.409,4943159.65939
1758753360000,4152.31,4152.32,4151.0,4151.27,947.334,3933168.58806
1758753420000,4151.27,4152.7,4151.17,4151.61,246.43,1023115.88236
1758753480000,4151.61,4154.58,4151.55,4154.57,416.365,1729143.22499
1758753540000,4154.58,4156.78,4154.58,4156.19,466.589,1939037.2295
1758753600000,4156.18,4156.76,4155.43,4155.43,245.387,1019806.66499
1758753660000,4155.44,4157.83,4155.43,4157.82,541.683,2251841.39319
1758753720000,4157.83,4160.42,4157.82,4159.99,1374.725,5717549.31614
1758753780000,4160.0,4160.73,4157.14,4158.01,2183.342,9081339.35648
1758753840000,4158.01,4158.02,4155.69,4155.7,881.055,3662316.62819
1758753900000,4155.7,4155.71,4154.23,4154.88,364.877,1515932.39139
1758753960000,4154.87,4158.09,4154.71,4157.84,556.23,2311926.64349
1758754020000,4157.83,4157.84,4154.04,4154.04,420.619,1748296.57184
1758754080000,4154.04,4155.42,4152.23,4152.68,590.072,2450987.59985
1758754140000,4152.69,4152.69,4150.58,4150.59,707.702,2938117.32087
1758754200000,4150.58,4151.52,4150.0,4150.65,702.435,2915683.15917
1758754260000,4150.66,4151.12,4149.6,4150.27,737.647,3061608.74895
1758754320000,4150.26,4150.27,4147.24,4148.49,988.183,4099504.07553
1758754380000,4148.49,4149.26,4148.07,4148.95,716.153,2971022.95573
1758754440000,4148.96,4149.25,4147.0,4147.99,643.618,2669680.32627
1758754500000,4148.0,4148.96,4147.99,4148.96,479.681,1989905.74918
1758754560000,4148.96,4149.98,4148.64,4148.99,346.806,1439044.74847
1758754620000,4149.0,4149.92,4148.45,4149.51,1590.637,6599834.80134
1758754680000,4149.51,4151.68,4149.5,4151.67,396.631,1646311.34647
1758754740000,4151.67,4153.12,4151.55,4151.98,900.577,3739732.97385
1758754800000,4151.98,4154.53,4151.98,4153.88,844.009,3505518.71435
1758754860000,4153.88,4156.0,4152.15,4156.0,1011.504,4202405.92987
1758754920000,4155.99,4158.33,4155.99,4158.31,781.698,3250091.60617
1758754980000,4158.31,4158.32,4154.4,4156.41,1135.726,4720596.65976
1758755040000,4156.41,4159.39,4156.4,4159.39,820.23,3410858.87181
1758755100000,4159.38,4160.0,4159.38,4160.0,457.4,1902689.57393
1758755160000,4159.99,4160.0,4157.63,4158.13,1036.517,4310833.74477
1758755220000,4158.13,4159.06,4153.73,4153.74,1264.181,5254224.81589
1758755280000,4153.73,4155.06,4153.0,4153.01,635.334,2639325.28472
1758755340000,4153.01,4154.27,4153.01,4153.15,300.712,1249096.36095
1758755400000,4153.15,4154.52,4152.5,4152.51,721.422,2996399.50024
1758755460000,4152.51,4154.33,4152.49,4154.31,563.913,2342128.76983
1758755520000,4154.32,4155.54,4152.53,4155.28,459.016,1906918.25428
1758755580000,4155.28,4157.04,4154.01,4156.56,436.592,1814156.56121
1758755640000,4156.56,4158.0,4156.32,4157.99,560.219,2329012.75737
1758755700000,4157.99,4158.22,4156.14,4158.21,650.297,2703549.50655
1758755760000,4158.21,4158.94,4155.56,4156.33,1108.897,4610608.74979
1758755820000,4156.33,4158.33,4152.84,4153.37,942.172,3914755.67727
1758755880000,4153.37,4153.38,4151.8,4152.65,485.714,2016915.8483
1758755940000,4152.65,4153.75,4152.0,4152.0,464.985,1931080.15522
1758756000000,4152.01,4152.01,4150.0,4150.0,679.063,2818592.16567
1758756060000,4150.0,4151.86,4149.96,4150.99,625.006,2594141.4329
1758756120000,4151.0,4153.0,4150.4,4152.25,522.038,2167335.38072
1758756180000,4152.25,4152.96,4150.92,4151.01,585.228,2429858.44791
1758756240000,4151.01,4154.95,4151.0,4153.25,2991.551,12423279.0376
1758756300000,4153.25,4155.46,4152.4,4155.45,879.667,3653815.73719
1758756360000,4155.45,4157.94,4154.89,4156.54,692.644,2878820.26943
1758756420000,4156.53,4158.0,4155.43,4157.26,617.571,2567167.08179
1758756480000,4157.26,4157.46,4153.49,4153.49,1038.184,4314754.68892
1758756540000,4153.5,4153.77,4153.21,4153.77,391.445,1625823.04602
1758756600000,4153.77,4155.02,4152.11,4154.26,1335.131,5545309.18533
1758756660000,4154.26,4154.27,4150.69,4152.21,792.863,3292293.56555
1758756720000,4152.21,4153.4,4150.71,4150.71,534.993,2221370.2523
1758756780000,4150.72,4150.72,4148.69,4149.31,623.263,2586316.49482
1758756840000,4149.32,4149.71,4148.07,4149.39,1776.087,7368650.29796
1758756900000,4149.39,4149.39,4148.12,4148.15,683.665,2836279.803
1758756960000,4148.15,4149.24,4147.76,4149.23,483.627,2006079.27695
1758757020000,4149.23,4152.33,4149.23,4152.32,650.596,2700345.23946
1758757080000,4152.33,4152.33,4150.61,4150.84,830.585,3448111.98838
1758757140000,4150.85,4151.11,4148.1,4148.1,747.824,3102909.57409
1758757200000,4148.1,4148.58,4146.03,4147.65,996.89,4134368.67755
1758757260000,4147.65,4148.41,4146.1,4148.11,674.92,2798877.60159
1758757320000,4148.12,4148.12,4146.75,4146.76,485.319,2012692.93396
1758757380000,4146.76,4148.12,4146.75,4146.91,923.811,3831461.8978
1758757440000,4146.9,4146.91,4146.42,4146.42,341.843,1417560.26322
1758757500000,4146.42,4146.89,4144.36,4144.6,1450.508,6013138.5619
1758757560000,4144.6,4147.25,4144.12,4146.85,926.65,3841116.0855
1758757620000,4146.85,4149.37,4145.77,4145.77,2190.651,9085760.82959
1758757680000,4145.78,4146.17,4142.4,4146.17,2087.54,8650847.9621
1758757740000,4146.2,4147.92,4145.83,4146.61,615.457,2552361.57894
1758757800000,4146.61,4146.61,4144.21,4144.26,1106.375,4585922.00446
1758757860000,4144.26,4144.26,4142.58,4143.39,710.461,2943572.68435
1758757920000,4143.38,4145.77,4143.38,4144.86,871.067,3610359.92897
1758757980000,4144.85,4144.85,4142.62,4143.94,874.179,3622365.80848
1758758040000,4143.93,4146.94,4143.67,4146.42,727.666,3016426.12245
1758758100000,4146.43,4149.69,4145.88,4149.17,2564.94,10638234.36645
1758758160000,4149.18,4152.48,4149.17,4151.44,2414.893,10024081.90642
1758758220000,4151.43,4151.44,4149.41,4150.74,1157.403,4804335.60201
1758758280000,4150.75,4150.89,4149.66,4150.76,323.139,1341143.30957
1758758340000,4150.77,4151.55,4150.5,4150.51,630.616,2617690.53438
1758758400000,4150.51,4151.49,4148.42,4149.81,841.093,3490371.8856
1758758460000,4149.82,4151.22,4148.0,4151.21,1401.388,5815725.23915
1758758520000,4151.21,4152.29,4150.08,4152.29,1321.224,5485008.66647
1758758580000,4152.28,4154.57,4152.28,4154.06,2188.244,9088566.79049
1758758640000,4154.07,4155.13,4154.06,4155.13,911.628,3787520.38082
1758758700000,4155.13,4156.0,4154.36,4155.0,1652.958,6868357.39698
1758758760000,4155.0,4156.74,4153.63,4156.62,670.087,2784331.08369
1758758820000,4156.62,4158.0,4155.58,4156.42,1346.125,5595432.11166
1758758880000,4156.42,4157.84,4156.1,4157.34,1041.705,4330472.39214
1758758940000,4157.35,4158.51,4156.08,4156.39,1654.991,6880505.69316
1758759000000,4156.4,4157.59,4156.28,4157.01,1020.239,4240970.70474
1758759060000,4157.0,4158.95,4156.0,4158.94,1155.631,4804422.91115
1758759120000,4158.94,4158.95,4154.58,4155.22,1070.028,4447169.77213
1758759180000,4155.23,4157.92,4155.09,4157.54,946.812,3935577.46751
1758759240000,4157.53,4158.0,4156.97,4157.47,598.835,2489628.1497
1758759300000,4157.48,4157.48,4155.62,4157.48,643.175,2673632.65576
1758759360000,4157.48,4157.48,4153.0,4155.71,647.656,2690504.31523
1758759420000,4155.71,4155.72,4151.0,4153.6,2363.307,9814395.97054
1758759480000,4153.61,4153.61,4145.38,4145.61,2650.805,11002487.97316
1758759540000,4145.62,4145.62,4142.08,4144.64,2214.191,9175490.2316
1758759600000,4144.64,4147.34,4144.63,4145.38,1831.139,7590974.35556
1758759660000,4145.39,4145.82,4142.71,4144.99,2084.824,8639726.77109
1758759720000,4145.0,4145.52,4140.5,4142.37,2276.482,9430086.21125
1758759780000,4142.37,4143.46,4137.7,4138.03,4607.286,19073003.3021
1758759840000,4138.02,4138.45,4135.0,4138.45,3830.561,15847404.1661
1758759900000,4138.45,4138.93,4136.68,4138.92,1914.249,7921027.19798
1758759960000,4138.93,4138.94,4135.1,4136.1,1918.291,7936768.88126
1758760020000,4136.1,4136.21,4133.59,4134.69,3279.817,13560730.26258
1758760080000,4134.69,4140.59,4134.68,4138.05,4393.979,18187007.50829
1758760140000,4138.05,4139.23,4137.0,4137.03,3729.541,15431616.03342
1758760200000,4137.03,4142.0,4137.0,4140.49,3105.198,12853557.07127
1758760260000,4140.49,4141.26,4138.0,4140.07,1022.227,4231561.7517
1758760320000,4140.07,4142.0,4139.0,4139.01,936.807,3878854.56249
1758760380000,4139.01,4141.0,4139.0,4141.0,813.786,3369124.25931
1758760440000,4140.99,4142.5,4140.0,4140.55,2301.357,9530532.19185
1758760500000,4140.55,4143.68,4140.0,4140.38,1044.894,4327521.60103
1758760560000,4140.38,4141.29,4135.0,4136.15,1543.717,6386563.76191
1758760620000,4136.15,4136.15,4130.83,4135.08,3005.39,12421438.36991
1758760680000,4135.08,4138.0,4133.61,4137.25,1447.696,5987404.91979
1758760740000,4137.25,4143.68,4136.13,4143.08,1766.035,7312922.99404
1758760800000,4143.07,4149.34,4143.07,4145.52,3059.408,12687649.62197
1758760860000,4145.53,4146.31,4143.71,4144.35,1566.238,6491777.76613
1758760920000,4144.36,4147.53,4143.8,4144.66,1785.638,7402952.40734
1758760980000,4144.66,4144.66,4141.0,4141.69,1548.51,6415221.62638
1758761040000,4141.69,4142.0,4138.7,4139.76,1922.418,7958936.71542
1758761100000,4139.75,4142.0,4139.75,4141.48,1386.491,5741426.39553
1758761160000,4141.47,4141.47,4133.95,4136.16,1684.195,6966999.22747
1758761220000,4136.17,4136.17,4128.17,4133.25,5623.261,23231133.73854
1758761280000,4133.24,4133.81,4130.0,4132.67,1934.757,7995454.52139
1758761340000,4132.66,4135.2,4131.02,4135.2,1405.327,5808308.81759
1758761400000,4135.2,4135.46,4134.19,4134.6,2131.548,8813587.15469
1758761460000,4134.6,4136.21,4129.22,4129.54,5889.351,24334379.86014
1758761520000,4129.54,4133.0,4129.54,4131.39,7607.792,31427488.37169
1758761580000,4131.39,4132.73,4128.98,4129.0,4349.655,17968581.59007
1758761640000,4129.0,4130.76,4124.2,4129.27,7973.967,32909419.96594
1758761700000,4129.27,4134.08,4129.27,4133.8,2349.0,9708638.52952
1758761760000,4133.8,4135.09,4129.32,4130.02,5257.062,21720626.26827
1758761820000,4130.02,4130.03,4120.0,4124.58,16220.224,66875366.63317
1758761880000,4124.57,4129.67,4124.57,4129.44,3544.75,14628236.62146
1758761940000,4129.45,4129.45,4124.57,4126.73,6410.038,26452853.35698
1758762000000,4126.73,4126.73,4122.12,4125.0,7606.721,31362134.34397
1758762060000,4125.0,4125.0,4116.63,4122.65,10109.465,41649906.65614
1758762120000,4122.64,4124.0,4119.29,4124.0,7305.046,30107661.16334
1758762180000,4123.99,4132.48,4123.99,4132.48,3505.85,14473108.72332
1758762240000,4132.48,4133.36,4125.71,4126.9,5633.037,23257740.09153
1758762300000,4126.9,4128.34,4123.33,4123.64,2800.023,11551642.78929
1758762360000,4123.64,4125.45,4122.0,4125.26,3036.963,12525454.36986
1758762420000,4125.26,4126.45,4121.0,4122.01,2011.0,8291958.62528
1758762480000,4122.0,4124.61,4121.0,4121.0,2144.479,8840358.78321
1758762540000,4121.0,4121.0,4115.0,4118.67,5888.586,24245059.6585
1758762600000,4118.67,4124.58,4118.66,4124.57,2000.07,8242664.67313
1758762660000,4124.58,4127.65,4124.25,4125.46,3295.139,13593851.76461
1758762720000,4125.46,4127.73,4125.12,4127.73,2099.234,8663261.0375
1758762780000,4127.73,4131.73,4126.31,4131.73,3405.009,14061550.92473
1758762840000,4131.72,4134.49,4123.0,4123.0,8438.111,34842054.55335
1758762900000,4123.0,4123.0,4116.23,4120.97,9160.479,37732259.7255
1758762960000,4120.96,4125.51,4120.96,4125.23,1900.43,7837679.38626
1758763020000,4125.24,4126.15,4119.31,4120.42,2610.429,10761017.52439
1758763080000,4120.43,4121.63,4115.68,4118.0,3359.025,13831577.86223
1758763140000,4118.0,4124.8,4117.99,4120.6,8101.671,33397170.61105
1758763200000,4120.6,4123.11,4118.14,4119.79,3988.891,16436934.48551
1758763260000,4119.79,4119.79,4117.0,4117.11,1814.826,7473905.80115
1758763320000,4117.11,4120.72,4117.11,4120.71,1358.934,5597227.21856
1758763380000,4120.71,4120.72,4110.4,4112.69,12687.919,52196919.48882
1758763440000,4112.68,4113.93,4108.9,4110.65,7888.393,32429862.07378
1758763500000,4110.65,4114.88,4109.49,4110.25,5633.448,23162253.8059
1758763560000,4110.26,4111.51,4094.27,4102.07,32490.087,133248310.58098
1758763620000,4102.08,4106.16,4100.53,4104.35,6842.273,28076343.59483
1758763680000,4104.35,4105.36,4099.54,4103.56,5191.389,21296154.13116
1758763740000,4103.55,4107.74,4100.39,4107.21,4307.803,17682107.32206
1758763800000,4107.21,4107.21,4094.85,4097.32,10485.076,42967548.40689
1758763860000,4097.31,4100.8,4092.9,4100.52,5603.769,22956950.12137
1758763920000,4100.52,4104.04,4096.63,4097.95,8321.942,34126225.93221
1758763980000,4097.96,4100.45,4095.92,4099.78,3128.493,12821759.84425
1758764040000,4099.77,4102.41,4096.02,4096.31,2715.631,11132632.77977
1758764100000,4096.32,4099.0,4094.37,4098.99,2809.532,11509772.23594
1758764160000,4099.0,4105.71,4098.99,4104.36,5240.656,21505670.09987
1758764220000,4104.35,4104.55,4098.63,4098.67,2783.018,11414158.41006
1758764280000,4098.66,4100.01,4092.02,4095.06,6606.523,27059759.53086
1758764340000,4095.06,4096.72,4086.43,4092.23,19790.049,80957005.37456
1758764400000,4092.24,4094.56,4088.08,4092.69,10290.562,42099156.41719
1758764460000,4092.68,4093.32,4083.52,4086.98,13898.206,56807216.83327
1758764520000,4086.98,4089.68,4079.38,4089.68,16389.273,66918684.30316
1758764580000,4089.67,4091.82,4078.0,4082.07,21495.133,87762799.90819
1758764640000,4082.08,4084.5,4080.91,4082.65,7291.393,29771585.75132
1758764700000,4082.66,4089.23,4080.18,4088.88,7714.413,31509116.13323
1758764760000,4088.87,4094.88,4088.87,4094.0,9982.641,40848764.62443
1758764820000,4094.0,4100.92,4091.43,4092.31,14598.911,59803017.70467
1758764880000,4092.31,4096.91,4090.8,4096.44,6610.569,27064329.23262
1758764940000,4096.44,4098.8,4094.12,4095.05,4501.259,18436853.91979
1758765000000,4095.05,4096.23,4089.37,4089.99,9897.334,40498754.22011
1758765060000,4089.99,4090.25,4079.97,4085.43,16974.062,69315517.24096
1758765120000,4085.45,4094.29,4085.28,4094.29,5711.054,23354851.5007
1758765180000,4094.29,4094.29,4088.56,4090.87,3596.068,14714233.1585
1758765240000,4090.87,4093.36,4088.12,4091.88,3856.747,15776832.68676
1758765300000,4091.89,4094.73,4091.89,4093.77,3966.22,16235477.16699
1758765360000,4093.77,4098.35,4092.86,4098.25,4113.097,16844592.82241
1758765420000,4098.25,4100.0,4097.4,4097.46,3862.326,15829429.90605
1758765480000,4097.44,4100.4,4096.8,4099.0,2797.07,11464651.04191
1758765540000,4099.0,4099.74,4098.04,4099.74,2571.858,10541867.66492
1758765600000,4099.74,4105.93,4097.36,4103.81,10036.318,41163234.7221
1758765660000,4103.8,4107.99,4100.26,4107.79,5745.093,23584407.29953
1758765720000,4107.79,4115.17,4107.29,4108.64,12227.744,50267571.66867
1758765780000,4108.64,4111.01,4107.64,4110.59,3745.388,15391277.78098
1758765840000,4110.59,4113.0,4109.56,4110.0,3080.206,12662853.33722
1758765900000,4110.01,4112.15,4108.7,4110.42,4448.181,18282034.90151
1758765960000,4110.42,4115.06,4106.35,4106.97,11011.363,45262216.98004
1758766020000,4106.99,4108.26,4104.75,4105.41,4565.422,18746382.73747
1758766080000,4105.41,4106.36,4100.91,4102.45,4000.203,16417441.14605
1758766140000,4102.45,4102.46,4096.74,4096.74,4386.161,17981383.52047
1758766200000,4096.73,4096.73,4090.41,4094.53,6122.905,25065152.30172
1758766260000,4094.53,4095.0,4091.79,4093.59,2235.003,9147724.57799
1758766320000,4093.59,4093.59,4087.5,4089.27,7515.916,30737645.84299
1758766380000,4089.31,4089.5,4086.48,4087.77,2970.972,12145626.2053
1758766440000,4087.76,4089.0,4085.73,4088.99,3529.905,14428476.11312
1758766500000,4088.99,4089.83,4085.06,4086.49,4286.805,17519267.5849
1758766560000,4086.49,4086.5,4080.0,4082.63,8629.404,35226601.49559
1758766620000,4082.63,4083.07,4065.01,4078.99,46488.426,189400076.37047
1758766680000,4078.96,4081.23,4071.0,4080.65,11093.509,45233078.47178
1758766740000,4080.65,4080.83,4068.0,4069.95,7707.034,31383160.08872
1758766800000,4069.95,4069.95,4060.0,4064.85,23171.706,94160608.52414
1758766860000,4064.84,4069.09,4061.44,4069.08,9177.401,37312712.45723
1758766920000,4069.09,4070.0,4064.01,4069.92,6973.266,28365642.55675
1758766980000,4069.92,4073.63,4066.0,4073.62,9436.312,38398224.81085
1758767040000,4073.62,4079.8,4073.62,4079.8,6048.387,24658076.94204
1758767100000,4079.79,4086.66,4078.91,4082.79,9042.305,36925832.29686
1758767160000,4082.8,4084.65,4080.43,4081.23,4677.1,19096959.76256
1758767220000,4081.24,4084.0,4081.23,4081.9,3737.976,15260762.10924
1758767280000,4081.89,4084.4,4081.0,4082.86,2392.093,9767178.79401
1758767340000,4082.86,4084.0,4079.0,4080.38,4369.985,17836453.31502
1758767400000,4080.36,4085.4,4079.65,4084.88,7250.493,29614489.39148
1758767460000,4084.89,4107.92,4082.89,4107.57,43510.386,178102944.5752
1758767520000,4107.57,4133.0,4107.57,4132.73,38210.918,157298159.46461
1758767580000,4132.69,4137.0,4118.31,4121.12,36313.38,149822568.84111
1758767640000,4121.12,4123.61,4114.6,4122.54,17010.796,70064228.40171
1758767700000,4122.55,4123.6,4108.7,4109.34,16056.566,66068989.72645
1758767760000,4109.34,4113.22,4109.34,4110.85,9291.751,38195101.20912
1758767820000,4110.85,4110.85,4105.0,4105.88,5424.666,22280926.70043
1758767880000,4105.88,4111.4,4102.78,4109.59,3751.765,15411981.42561
1758767940000,4109.57,4112.07,4106.47,4109.5,3076.814,12643570.92761
1758768000000,4109.51,4111.8,4109.03,4110.2,2210.664,9086963.69907
1758768060000,4110.2,4111.19,4105.53,4106.22,2325.989,9555121.07784
1758768120000,4106.21,4106.21,4100.08,4101.39,3693.372,15150545.85685
1758768180000,4101.39,4102.3,4096.89,4100.28,5148.404,21104051.77016
1758768240000,4100.28,4100.79,4097.94,4099.28,2191.424,8983434.14127
1758768300000,4099.29,4102.95,4098.27,4101.35,4082.854,16742144.5131
1758768360000,4101.35,4104.76,4099.01,4102.29,1815.975,7448741.94236
1758768420000,4102.3,4107.0,4102.0,4105.42,3085.9,12665395.84293
1758768480000,4105.41,4106.69,4102.95,4106.34,1856.459,7619626.79881
1758768540000,4106.34,4108.34,4103.29,4108.34,1982.581,8139876.68836
1758768600000,4108.34,4109.78,4104.34,4104.34,1881.261,7724887.69197
1758768660000,4104.34,4104.35,4101.31,4101.35,1105.988,4536860.09426
1758768720000,4101.35,4102.77,4100.0,4100.0,1334.561,5473225.44827
1758768780000,4100.0,4101.22,4097.31,4097.31,1630.139,6682365.28447
1758768840000,4097.3,4097.47,4090.01,4091.47,4938.449,20215417.24176
1758768900000,4091.47,4098.0,4091.47,4097.2,3193.368,13079050.48035
1758768960000,4097.2,4098.5,4095.4,4095.4,1403.556,5750368.38808
1758769020000,4095.41,4099.39,4095.4,4098.0,1117.985,4581289.66357
1758769080000,4098.0,4102.4,4097.28,4102.12,1339.454,5492425.30736
1758769140000,4102.13,4102.78,4099.51,4099.51,1590.381,6522103.8404
1758769200000,4099.52,4101.0,4097.0,4097.0,2830.201,11600027.11321
1758769260000,4097.0,4097.01,4091.69,4093.29,2227.357,9118474.78698
1758769320000,4093.29,4095.92,4092.0,4094.57,2387.031,9773095.37396
1758769380000,4094.57,4094.57,4090.02,4091.21,4028.172,16482350.48997
1758769440000,4091.2,4092.65,4090.02,4092.47,2158.955,8833509.08486
1758769500000,4092.48,4092.48,4090.84,4092.43,1901.577,7780059.7478
1758769560000,4092.42,4094.36,4091.8,4092.04,2021.972,8276334.22322
1758769620000,4092.05,4092.62,4090.58,4090.8,1663.694,6806983.58979
1758769680000,4090.8,4092.19,4089.0,4092.17,3247.807,13284352.69727
1758769740000,4092.17,4096.8,4092.17,4093.2,2352.885,9635106.19954
1758769800000,4093.19,4097.0,4092.52,4093.61,1600.707,6554452.53055
1758769860000,4093.61,4094.27,4090.78,4094.26,1945.778,7962514.21202
1758769920000,4094.27,4094.27,4088.14,4089.3,1924.414,7870447.41063
1758769980000,4089.3,4089.31,4082.19,4086.33,5149.193,21036575.78428
