t,o,h,l,c,v,qv
1758504360000,4332.99,4336.24,4331.42,4335.95,4202.973,18215573.34081
1758504420000,4335.95,4337.7,4333.87,4334.59,2170.232,9409971.08164
1758504480000,4334.6,4339.16,4333.96,4337.79,2529.075,10968420.10402
1758504540000,4337.79,4339.96,4337.0,4337.69,4016.289,17423856.8956
1758504600000,4337.69,4339.53,4332.24,4333.34,3250.593,14096838.84795
1758504660000,4333.35,4340.0,4332.97,4340.0,2222.977,9639690.48485
1758504720000,4340.0,4344.89,4340.0,4342.01,4474.082,19431247.54716
1758504780000,4342.01,4345.39,4341.81,4345.15,3939.959,17113008.63716
1758504840000,4345.15,4345.44,4342.27,4342.27,1942.006,8434992.30922
1758504900000,4342.27,4345.35,4341.79,4344.57,2071.401,8996690.88764
1758504960000,4344.56,4345.19,4340.37,4341.23,2321.331,10080166.25784
1758505020000,4341.24,4344.3,4340.0,4342.74,1804.621,7836608.26662
1758505080000,4342.74,4343.6,4340.26,4342.99,1410.117,6122622.2745
1758505140000,4342.99,4345.66,4342.99,4345.01,1994.501,8665466.52292
1758505200000,4345.0,4347.14,4342.42,4346.97,3136.885,13629733.47422
1758505260000,4346.97,4347.61,4345.6,4346.46,2114.658,9191751.1042
1758505320000,4346.46,4347.67,4342.51,4342.51,2060.11,8951999.77747
1758505380000,4342.51,4345.0,4341.21,4344.41,1359.474,5903815.59909
1758505440000,4344.42,4346.35,4343.25,4343.62,1293.481,5620123.62167
1758505500000,4343.62,4348.62,4343.62,4347.84,2181.466,9482463.28473
1758505560000,4347.85,4347.85,4345.25,4346.49,1175.719,5110166.68498
1758505620000,4346.5,4346.5,4340.82,4344.79,2438.331,10589056.68626
1758505680000,4344.78,4346.96,4344.7,4345.99,1940.177,8431785.07235
1758505740000,4346.0,4346.0,4340.69,4342.24,1829.906,7945615.21351
1758505800000,4342.23,4342.72,4341.38,4341.38,1067.914,4636807.79994
1758505860000,4341.37,4341.37,4336.01,4336.01,2781.104,12067256.70899
1758505920000,4336.02,4337.43,4335.0,4335.0,1590.078,6894783.22431
1758505980000,4335.0,4335.59,4333.05,4334.01,3179.386,13780301.91731
1758506040000,4334.01,4335.0,4331.0,4332.92,3255.571,14106751.47155
1758506100000,4332.91,4334.29,4330.68,4331.26,3460.132,14989961.11876
1758506160000,4331.26,4331.27,4325.0,4326.27,9209.773,39851443.0159
1758506220000,4326.27,4327.68,4323.58,4326.23,6037.766,26114939.22745
1758506280000,4326.23,4329.03,4324.72,4326.53,4467.069,19327483.30387
1758506340000,4326.52,4327.19,4325.59,4325.73,3395.032,14687637.19088
1758506400000,4325.74,4334.6,4325.73,4331.15,7847.404,33978398.94855
1758506460000,4331.15,4332.83,4328.18,4328.69,3828.686,16580046.8413
1758506520000,4328.69,4328.69,4316.72,4323.0,13423.285,58008146.56533
1758506580000,4323.0,4332.68,4322.99,4332.03,5870.008,25392082.61339
1758506640000,4332.03,4335.71,4330.95,4333.21,3625.967,15711709.15499
1758506700000,4333.22,4338.3,4331.0,4331.62,3164.552,13720933.59516
1758506760000,4331.61,4332.23,4323.97,4325.62,3279.298,14193601.81919
1758506820000,4325.61,4327.57,4323.0,4327.56,2699.256,11673544.35588
1758506880000,4327.57,4333.0,4326.96,4332.39,2694.133,11667194.70128
1758506940000,4332.39,4334.37,4332.07,4332.16,1663.904,7209833.34439
1758507000000,4332.15,4332.16,4329.01,4329.01,2087.551,9040747.48367
1758507060000,4329.01,4329.01,4326.32,4326.33,1730.706,7488811.64542
1758507120000,4326.33,4328.68,4326.0,4326.01,2660.149,11510402.00796
1758507180000,4326.01,4329.14,4326.0,4328.83,1492.523,6458653.4357
1758507240000,4328.84,4329.6,4326.18,4326.19,1480.082,6405529.72779
1758507300000,4326.18,4330.83,4326.18,4328.21,1748.831,7571302.58975
1758507360000,4328.2,4328.2,4322.53,4326.23,1494.452,6464199.11262
1758507420000,4326.23,4329.33,4323.5,4329.0,1755.115,7592281.24947
1758507480000,4329.0,4330.68,4327.37,4327.38,2147.679,9297727.83185
1758507540000,4327.37,4328.96,4323.0,4323.45,1786.847,7728918.15057
1758507600000,4323.44,4324.52,4321.3,4321.63,4607.24,19915375.01604
1758507660000,4321.64,4323.7,4321.64,4323.17,2990.72,12927338.39553
1758507720000,4323.16,4327.18,4323.0,4324.46,1574.309,6809736.48186
1758507780000,4324.45,4324.45,4319.91,4320.86,4318.847,18662775.32522
1758507840000,4320.87,4320.87,4310.88,4313.51,14313.421,61750907.37477
1758507900000,4313.51,4324.83,4313.51,4319.48,8003.675,34575084.30811
1758507960000,4319.48,4319.49,4311.99,4313.32,6236.489,26904576.73256
1758508020000,4313.33,4314.21,4306.72,4307.3,15669.832,67541500.99526
1758508080000,4307.3,4310.24,4279.3,4308.48,92721.158,398129774.87031
1758508140000,4308.5,4311.42,4306.14,4307.53,10228.738,44077061.85138
1758508200000,4307.54,4308.12,4296.32,4297.59,9285.179,39943579.52894
1758508260000,4297.6,4299.79,4292.74,4294.42,12583.946,54074245.74411
1758508320000,4294.42,4294.43,4254.29,4280.45,74511.416,318330497.73777
1758508380000,4280.45,4285.89,4274.32,4283.61,15990.12,68452804.80454
1758508440000,4283.61,4291.84,4283.6,4286.42,12874.267,55207615.95979
1758508500000,4286.42,4293.85,4283.06,4284.72,9849.975,42247648.51488
1758508560000,4284.71,4287.8,4281.3,4287.8,6538.125,28012734.76727
1758508620000,4287.8,4292.87,4284.52,4289.3,8952.628,38398755.79256
1758508680000,4289.3,4291.3,4278.0,4280.68,8431.044,36117718.76858
1758508740000,4280.68,4289.13,4278.57,4287.98,13376.035,57298257.90165
1758508800000,4287.97,4293.32,4287.72,4289.97,5704.509,24476023.04447
1758508860000,4289.97,4292.34,4289.0,4290.01,3077.912,13206105.6533
1758508920000,4290.0,4290.0,4286.78,4287.01,2241.785,9612695.27055
1758508980000,4287.0,4288.44,4283.4,4288.43,3961.909,16978077.23967
1758509040000,4288.44,4291.36,4287.71,4289.81,2852.103,12234701.3041
1758509100000,4289.8,4294.08,4288.0,4291.81,4145.707,17791943.9214
1758509160000,4291.8,4296.29,4289.31,4295.84,5500.917,23617447.0293
1758509220000,4295.85,4296.39,4291.88,4296.19,3306.567,14201578.03318
1758509280000,4296.2,4297.45,4293.78,4295.88,5642.066,24238557.42886
1758509340000,4295.89,4296.27,4291.45,4292.82,2809.074,12061221.90889
1758509400000,4292.82,4293.74,4290.38,4290.39,2640.238,11332799.72619
1758509460000,4290.39,4297.3,4290.38,4295.81,3466.9,14888468.47777
1758509520000,4295.81,4297.69,4295.53,4295.57,4895.709,21035166.75488
1758509580000,4295.57,4295.58,4288.58,4289.77,2284.523,9802820.5461
1758509640000,4289.78,4290.26,4286.82,4286.99,1592.743,6830883.02211
1758509700000,4287.0,4291.87,4286.99,4287.97,3375.94,14479664.55455
1758509760000,4287.96,4289.74,4287.12,4289.34,1592.465,6828577.77841
1758509820000,4289.35,4289.98,4285.17,4287.64,2282.26,9783633.37474
1758509880000,4287.65,4288.3,4285.73,4287.81,1873.555,8031747.0794
1758509940000,4287.82,4287.82,4286.01,4286.02,2170.507,9304919.40536
1758510000000,4286.02,4289.39,4285.2,4289.02,2482.015,10640725.85376
1758510060000,4289.0,4292.75,4287.78,4289.77,1809.502,7763555.59604
1758510120000,4289.76,4294.44,4289.59,4291.62,1513.701,6497013.46617
1758510180000,4291.61,4294.61,4290.56,4294.61,1677.984,7202314.33028
1758510240000,4294.61,4296.8,4294.12,4296.5,1796.01,7714646.26602
1758510300000,4296.5,4297.0,4294.48,4295.7,3468.118,14899013.15291
1758510360000,4295.7,4301.6,4293.96,4299.76,7054.867,30320277.37808
1758510420000,4299.75,4303.51,4299.26,4303.0,9654.551,41532611.57117
1758510480000,4303.0,4303.01,4298.0,4298.0,2018.226,8679256.26112
1758510540000,4298.0,4300.32,4295.89,4298.12,4099.065,17618266.7103
1758510600000,4298.12,4298.52,4294.5,4294.69,3660.414,15725339.2533
1758510660000,4294.69,4294.91,4292.6,4293.2,1139.491,4892932.73802
1758510720000,4293.19,4298.68,4293.19,4297.07,1265.084,5435210.26254
1758510780000,4297.06,4301.47,4296.97,4300.03,3321.803,14279756.39453
1758510840000,4300.02,4300.03,4294.78,4296.68,1785.063,7670127.53313
1758510900000,4296.68,4303.44,4296.28,4303.44,1873.235,8055711.20311
1758510960000,4303.44,4304.79,4301.15,4302.72,3954.163,17015906.1449
1758511020000,4302.72,4304.1,4301.64,4302.49,2403.17,10340111.50819
1758511080000,4302.48,4302.49,4296.85,4298.15,2219.884,9543769.94097
1758511140000,4298.14,4298.14,4295.98,4296.77,1534.92,6595187.8798
1758511200000,4296.77,4297.23,4295.0,4296.42,1615.082,6938387.1468
1758511260000,4296.42,4296.42,4294.26,4295.89,1390.908,5974067.46951
1758511320000,4295.89,4300.0,4295.89,4299.65,706.648,3037757.69678
1758511380000,4299.64,4301.77,4299.64,4301.46,1843.116,7926987.24665
1758511440000,4301.46,4301.46,4300.03,4300.31,1636.286,7037401.90397
1758511500000,4300.31,4300.57,4300.0,4300.01,865.101,3720185.14738
1758511560000,4300.01,4300.01,4297.0,4300.0,2377.638,10220435.06222
1758511620000,4300.0,4301.74,4300.0,4301.73,872.49,3752477.98868
1758511680000,4301.74,4302.77,4300.55,4301.18,2307.495,9926353.92117
1758511740000,4301.18,4302.8,4300.85,4302.8,1195.503,5142781.97019
1758511800000,4302.79,4303.0,4300.0,4300.0,1876.608,8071471.85219
1758511860000,4300.0,4303.52,4296.47,4303.18,3054.045,13130129.94105
1758511920000,4303.18,4306.08,4303.18,4304.01,3608.526,15533823.01707
1758511980000,4304.0,4304.01,4300.0,4301.8,2059.847,8863331.27909
1758512040000,4301.8,4301.8,4298.26,4298.26,816.689,3511741.07689
1758512100000,4298.27,4298.27,4296.7,4297.05,1067.392,4586692.81634
1758512160000,4297.04,4297.91,4296.95,4297.8,1430.113,6145816.71429
1758512220000,4297.79,4297.91,4293.65,4294.91,3401.809,14611664.73549
1758512280000,4294.91,4296.22,4293.0,4293.32,1873.048,8044430.90165
1758512340000,4293.32,4293.57,4290.11,4291.08,2636.204,11313711.77066
1758512400000,4291.08,4292.39,4291.0,4291.73,1178.257,5056587.61426
1758512460000,4291.73,4293.3,4291.63,4292.21,1218.639,5230939.27341
1758512520000,4292.21,4293.77,4291.54,4292.24,1178.603,5059148.64196
1758512580000,4292.23,4293.23,4291.87,4293.23,606.727,2604407.6906
1758512640000,4293.22,4293.3,4291.88,4292.44,1585.883,6807769.05801
1758512700000,4292.43,4296.94,4292.28,4296.94,4488.276,19276164.54069
1758512760000,4296.93,4301.01,4296.66,4301.01,2675.805,11504294.09406
1758512820000,4301.0,4301.25,4300.0,4300.0,1124.433,4835585.96431
1758512880000,4300.0,4301.83,4298.4,4301.76,1434.832,6169169.5794
1758512940000,4301.76,4303.6,4301.75,4303.37,861.29,3705910.85436
1758513000000,4303.37,4303.37,4299.08,4300.01,2001.936,8609824.80214
1758513060000,4300.02,4302.33,4300.0,4301.53,718.471,3090383.11267
1758513120000,4301.53,4304.9,4301.26,4302.06,1724.929,7423017.60412
1758513180000,4302.05,4303.92,4301.66,4303.77,772.645,3324630.70902
1758513240000,4303.77,4306.3,4303.76,4305.39,2065.308,8890553.07637
1758513300000,4305.38,4305.38,4303.49,4303.97,1454.627,6261368.99481
1758513360000,4303.92,4305.1,4303.49,4304.11,934.117,4020537.14518
1758513420000,4304.1,4305.1,4303.95,4304.01,890.577,3833225.92131
1758513480000,4304.0,4305.0,4303.49,4303.5,1106.042,4760213.41823
1758513540000,4303.5,4303.62,4302.46,4303.62,1185.611,5101669.7501
1758513600000,4303.61,4303.62,4301.0,4302.57,2182.226,9387812.98714
1758513660000,4302.57,4302.58,4299.16,4299.16,1867.702,8032057.04439
1758513720000,4299.16,4300.56,4298.09,4300.56,1238.079,5321957.5838
1758513780000,4300.55,4303.87,4300.55,4303.86,1283.894,5523927.86578
1758513840000,4303.86,4303.96,4302.88,4303.96,856.573,3686222.52074
1758513900000,4303.96,4303.99,4300.91,4302.68,1055.118,4539260.37232
1758513960000,4302.68,4305.71,4302.67,4305.49,1329.792,5724594.01506
1758514020000,4305.49,4308.77,4305.17,4308.59,4320.149,18607705.18393
1758514080000,4308.59,4308.59,4304.83,4304.83,2146.68,9244671.81959
1758514140000,4304.84,4304.84,4301.49,4301.5,1655.94,7125657.24276
1758514200000,4301.5,4301.5,4298.0,4298.01,1677.639,7213147.69442
1758514260000,4298.01,4298.36,4295.73,4296.85,2619.442,11255567.33555
1758514320000,4296.85,4299.51,4296.0,4298.3,1437.723,6179174.82562
1758514380000,4298.3,4298.31,4296.33,4296.66,933.076,4009213.84852
1758514440000,4296.66,4296.66,4294.83,4294.84,2221.408,9542019.11114
1758514500000,4294.83,4295.43,4289.47,4294.15,8093.629,34739101.41433
1758514560000,4294.15,4297.47,4292.6,4297.23,3655.797,15702009.392
1758514620000,4297.23,4299.25,4296.01,4296.01,1054.337,4531334.59011
1758514680000,4296.01,4299.04,4295.0,4299.01,2371.749,10190730.69291
1758514740000,4299.01,4299.01,4293.15,4295.45,2252.192,9673621.21459
1758514800000,4295.45,4298.53,4295.0,4298.52,1654.719,7109136.61178
1758514860000,4298.53,4300.96,4298.53,4300.0,1387.132,5964560.95648
1758514920000,4300.01,4300.01,4296.63,4296.64,1212.976,5213114.45247
1758514980000,4296.64,4296.64,4293.47,4296.32,2148.907,9228883.6335
1758515040000,4296.32,4297.0,4295.51,4297.0,729.848,3135710.76815
1758515100000,4297.0,4298.25,4295.8,4298.24,1252.664,5382453.47136
1758515160000,4298.25,4298.87,4297.2,4297.2,626.587,2693121.19706
1758515220000,4297.21,4299.26,4297.2,4297.65,981.093,4217380.53885
1758515280000,4297.65,4299.4,4297.65,4298.53,927.045,3984794.40938
1758515340000,4298.54,4299.49,4298.54,4299.48,1019.865,4384476.68928
1758515400000,4299.49,4301.59,4298.67,4301.59,695.178,2988936.79044
1758515460000,4301.59,4304.46,4301.58,4304.46,1822.991,7844360.85552
1758515520000,4304.46,4305.0,4301.31,4301.31,1804.644,7766668.41017
1758515580000,4301.32,4301.32,4298.85,4298.85,899.677,3868524.64983
1758515640000,4298.85,4299.72,4297.59,4298.27,835.218,3590019.4736
1758515700000,4298.27,4298.28,4296.04,4297.0,651.648,2800128.54468
1758515760000,4297.0,4299.3,4296.99,4298.8,543.849,2337647.36325
1758515820000,4298.8,4298.98,4297.5,4297.5,930.84,4000949.90774
1758515880000,4297.5,4298.36,4296.08,4297.72,1262.24,5423588.60183
1758515940000,4297.72,4297.72,4296.16,4297.01,895.018,3845649.03186
1758516000000,4297.0,4297.01,4296.23,4296.48,1314.704,5648692.01579
1758516060000,4296.48,4297.0,4295.39,4297.0,1358.01,5833963.72638
1758516120000,4296.99,4299.8,4296.88,4299.33,1392.316,5984088.1876
1758516180000,4299.33,4300.0,4298.62,4299.12,474.878,2041672.86774
1758516240000,4299.12,4299.12,4295.4,4295.83,967.701,4157349.68468
1758516300000,4295.84,4295.84,4294.0,4294.21,1319.152,5665314.76578
1758516360000,4294.21,4295.05,4292.18,4292.99,2262.634,9713729.93957
1758516420000,4292.99,4293.48,4292.99,4293.01,506.156,2172995.72104
1758516480000,4293.01,4293.76,4292.5,4292.77,1950.36,8372872.72763
1758516540000,4292.77,4293.32,4292.35,4293.2,517.577,2221928.33127
1758516600000,4293.2,4293.21,4291.0,4292.09,1250.79,5368474.45567
1758516660000,4292.1,4292.71,4291.97,4292.71,612.487,2628937.20313
1758516720000,4292.71,4292.71,4291.32,4291.33,742.903,3188561.41032
1758516780000,4291.33,4291.33,4288.85,4289.99,1866.676,8008266.21389
1758516840000,4289.99,4293.23,4289.99,4291.07,1129.981,4849419.09464
1758516900000,4291.06,4291.07,4290.0,4290.16,1380.057,5921235.55292
1758516960000,4290.15,4290.16,4286.0,4287.82,4603.492,19738395.54069
1758517020000,4287.82,4288.49,4286.2,4288.49,2918.836,12513690.00984
1758517080000,4288.5,4288.52,4286.21,4287.96,2217.75,9507911.27437
1758517140000,4287.96,4288.47,4287.8,4288.0,797.751,3420771.05995
1758517200000,4288.0,4288.21,4286.96,4288.21,1542.084,6611829.43184
1758517260000,4288.2,4288.88,4285.17,4286.05,2005.239,8596230.1303
1758517320000,4286.06,4288.57,4285.85,4286.29,2861.721,12266846.72105
1758517380000,4286.29,4288.47,4286.29,4286.66,3171.884,13597267.84112
1758517440000,4286.67,4286.67,4285.75,4285.84,933.868,4002523.10019
1758517500000,4285.83,4287.55,4285.75,4286.56,1300.889,5575948.72437
1758517560000,4286.56,4286.56,4282.64,4285.6,3053.342,13082413.77571
1758517620000,4285.59,4285.6,4281.24,4284.06,2839.188,12159745.10319
1758517680000,4284.06,4284.8,4281.0,4281.85,2717.851,11639610.95789
1758517740000,4281.84,4282.36,4280.0,4280.78,3242.188,13879439.1858
1758517800000,4280.79,4284.0,4280.78,4283.0,1995.782,8547511.90179
1758517860000,4283.01,4283.64,4281.74,4283.11,907.448,3886355.25494
1758517920000,4283.11,4285.55,4282.74,4285.54,1530.755,6557191.86208
1758517980000,4285.55,4289.69,4285.54,4289.55,1969.114,8443250.525
1758518040000,4289.56,4290.65,4288.76,4288.76,2353.355,10095958.18622
1758518100000,4288.77,4288.77,4285.64,4286.03,1337.127,5731987.65307
1758518160000,4286.03,4290.12,4286.03,4289.84,1748.185,7497635.81447
1758518220000,4289.84,4289.91,4285.35,4286.5,1358.829,5826710.82478
1758518280000,4286.5,4287.27,4285.32,4285.89,929.393,3983654.59946
1758518340000,4285.9,4288.92,4285.66,4286.46,586.453,2514414.33377
1758518400000,4286.47,4287.5,4284.14,4284.15,1036.1,4440643.88364
1758518460000,4284.14,4285.15,4283.01,4284.14,885.933,3795520.69626
1758518520000,4284.15,4288.43,4284.01,4287.01,1577.511,6762172.4349
1758518580000,4287.01,4291.83,4287.0,4290.4,1776.564,7621274.17848
1758518640000,4290.41,4293.77,4290.41,4293.0,1273.986,5468894.89134
1758518700000,4293.01,4294.13,4291.34,4293.01,1297.857,5571494.27055
1758518760000,4293.01,4293.01,4291.0,4291.01,1084.0,4652462.43436
1758518820000,4291.0,4292.16,4290.12,4292.15,656.244,2816011.02586
1758518880000,4292.16,4296.0,4292.16,4296.0,1482.459,6367066.05613
1758518940000,4296.0,4296.59,4294.43,4294.44,2702.935,11611821.80674
1758519000000,4294.43,4294.44,4288.24,4288.25,3175.479,13623921.86266
1758519060000,4288.25,4289.11,4286.74,4287.0,2034.103,8721260.61272
1758519120000,4287.0,4287.01,4283.08,4283.09,1923.988,8244272.71384
1758519180000,4283.08,4284.55,4282.3,4284.55,2010.696,8611478.89345
1758519240000,4284.54,4285.65,4284.54,4285.42,1817.395,7787250.73026
1758519300000,4285.42,4285.84,4282.01,4282.02,1430.86,6130054.45559
1758519360000,4282.02,4283.78,4281.26,4283.78,2247.614,9625423.80527
1758519420000,4283.78,4284.26,4282.4,4283.78,1778.048,7615751.65074
1758519480000,4283.78,4283.78,4281.26,4281.91,1903.37,8150243.04947
1758519540000,4281.9,4283.71,4281.19,4281.2,1097.064,4698405.94669
1758519600000,4281.2,4282.5,4278.87,4282.5,3010.294,12884092.99731
1758519660000,4282.5,4282.5,4281.26,4281.27,668.737,2863525.41985
1758519720000,4281.27,4281.56,4280.0,4281.55,1844.254,7894310.60094
1758519780000,4281.55,4282.88,4281.35,4281.9,877.598,3758042.20984
1758519840000,4281.89,4281.9,4276.37,4278.21,6182.87,26451538.6421
1758519900000,4278.21,4280.59,4276.15,4280.58,2748.536,11757811.25558
1758519960000,4280.59,4284.74,4280.59,4284.74,1578.663,6761342.67304
1758520020000,4284.74,4285.0,4283.0,4283.01,1292.491,5537386.95794
1758520080000,4283.0,4285.0,4283.0,4284.56,627.989,2690311.14538
1758520140000,4284.57,4284.57,4280.66,4282.42,1408.906,6032338.82611
1758520200000,4282.42,4284.56,4281.31,4281.31,540.806,2316227.2222
1758520260000,4281.31,4282.41,4280.51,4282.41,876.318,3751545.27211
1758520320000,4282.41,4282.41,4281.0,4281.53,493.249,2111941.38022
1758520380000,4281.53,4281.54,4280.45,4281.24,735.924,3150343.41311
1758520440000,4281.24,4282.44,4281.12,4281.66,637.114,2728054.94657
1758520500000,4281.66,4282.52,4280.57,4282.11,1291.342,5529266.59235
1758520560000,4282.11,4282.27,4280.48,4280.49,727.899,3116421.17831
1758520620000,4280.48,4281.05,4277.9,4279.03,1395.31,5970906.13243
1758520680000,4279.04,4279.05,4278.0,4278.06,976.361,4177404.40818
1758520740000,4278.06,4278.07,4210.0,4217.7,76592.282,325163288.18016
1758520800000,4217.7,4224.69,4076.79,4174.99,255673.588,1062377118.44955
1758520860000,4174.98,4185.68,4150.0,4160.48,65763.034,274195192.59647
1758520920000,4160.48,4164.26,4000.88,4085.94,157868.609,644130851.80681
1758520980000,4085.94,4143.72,4085.45,4138.17,74732.921,308246490.73346
1758521040000,4140.61,4149.11,4119.47,4131.94,70831.899,292962516.15292
1758521100000,4131.94,4144.84,4128.6,4141.73,41384.109,171262508.514
1758521160000,4141.73,4149.36,4131.94,4138.61,33537.983,138917714.76514
1758521220000,4138.62,4155.69,4136.77,4150.93,22518.162,93405368.62496
1758521280000,4150.92,4159.41,4137.0,4138.64,23534.96,97654163.42524
1758521340000,4138.63,4151.9,4137.0,4151.89,19732.327,81804096.93489
1758521400000,4151.9,4159.0,4149.28,4157.78,19617.097,81490386.02006
1758521460000,4157.78,4159.99,4144.52,4146.46,20021.731,83084002.34836
1758521520000,4146.46,4157.42,4145.56,4153.96,16700.88,69325998.82923
1758521580000,4153.95,4153.95,4148.02,4153.03,14740.512,61184351.28663
1758521640000,4153.03,4156.0,4151.63,4152.54,12580.086,52260327.14453
1758521700000,4152.54,4154.27,4144.24,4153.09,15066.487,62520521.15123
1758521760000,4153.1,4173.61,4152.52,4173.11,21052.517,87633669.25613
1758521820000,4173.11,4176.36,4165.1,4169.81,19906.069,82993629.48626
1758521880000,4169.81,4172.34,4166.0,4171.81,8716.182,36338184.14315
1758521940000,4171.81,4180.0,4171.39,4175.65,10704.922,44708631.60843
1758522000000,4175.66,4178.94,4172.0,4176.37,9578.873,40005897.71399
1758522060000,4176.36,4176.4,4168.14,4168.14,15296.808,63826408.3428
1758522120000,4168.15,4171.87,4162.53,4170.04,12388.329,51631270.81468
1758522180000,4170.04,4185.79,4170.03,4184.59,22692.273,94860983.60224
1758522240000,4184.6,4193.6,4184.51,4190.01,18112.389,75868620.74005
1758522300000,4190.01,4202.15,4185.6,4192.99,28127.57,117978336.13487
1758522360000,4192.99,4195.41,4181.83,4183.24,15978.828,66921684.01775
1758522420000,4183.24,4185.24,4177.27,4181.99,24402.352,102054874.11335
1758522480000,4181.99,4182.71,4173.0,4175.9,16242.453,67846418.98718
1758522540000,4175.91,4182.3,4175.68,4178.59,8317.738,34765544.60025
1758522600000,4178.6,4179.7,4170.94,4172.83,12090.205,50471232.76869
1758522660000,4172.82,4184.96,4172.65,4178.69,9346.758,39072095.26291
1758522720000,4178.69,4180.13,4176.92,4179.14,4797.256,20045052.41136
1758522780000,4179.15,4180.0,4175.54,4178.56,5519.819,23059503.53789
1758522840000,4178.6,4188.6,4176.22,4188.38,13633.125,57004918.08055
1758522900000,4188.37,4194.96,4185.08,4194.0,9605.698,40259335.62451
1758522960000,4194.0,4196.75,4187.66,4189.16,8118.875,34032826.47268
1758523020000,4189.16,4191.44,4186.13,4191.12,6162.393,25814503.04164
1758523080000,4191.11,4192.99,4189.41,4190.4,5679.908,23805426.72814
1758523140000,4190.4,4192.01,4183.9,4185.92,6037.153,25277741.18674
1758523200000,4185.91,4186.0,4179.34,4181.29,7776.822,32521309.64272
1758523260000,4181.28,4192.05,4180.97,4187.55,7478.619,31323803.27262
1758523320000,4187.56,4191.04,4186.43,4187.56,5297.99,22194177.87073
1758523380000,4187.56,4192.0,4187.56,4191.49,4290.783,17979560.84113
1758523440000,4191.49,4192.8,4185.8,4191.45,14713.739,61644943.64508
1758523500000,4191.46,4192.39,4187.07,4189.58,6461.104,27069622.76364
1758523560000,4189.58,4191.39,4185.82,4190.65,5668.942,23747366.75183
1758523620000,4190.65,4192.95,4189.5,4192.0,4730.35,19826101.66153
1758523680000,4192.0,4193.48,4187.57,4188.57,3898.648,16339193.90956
1758523740000,4188.57,4191.66,4186.22,4186.68,3654.747,15308812.05198
1758523800000,4186.69,4190.98,4185.42,4190.35,4540.28,19013602.74782
1758523860000,4190.34,4190.35,4185.4,4186.67,3299.506,13816259.03967
1758523920000,4186.68,4186.68,4182.49,4182.91,6465.911,27054896.92351
1758523980000,4182.91,4184.04,4180.0,4180.89,4700.213,19654626.98269
1758524040000,4180.9,4183.37,4178.38,4180.3,4779.879,19982764.55147
1758524100000,4180.3,4181.62,4177.09,4181.4,7096.692,29658992.92488
1758524160000,4181.4,4182.22,4178.17,4181.99,4749.187,19852772.55768
1758524220000,4182.0,4183.43,4180.17,4183.01,4936.124,20642916.58977
1758524280000,4183.0,4190.99,4183.0,4190.16,7051.357,29528971.14565
1758524340000,4190.17,4190.58,4187.85,4190.0,5017.525,21021011.36522
1758524400000,4190.01,4193.54,4186.8,4188.27,14077.498,58984840.11416
1758524460000,4188.28,4192.24,4187.1,4190.97,7928.799,33221094.49174
1758524520000,4190.98,4191.91,4187.8,4191.57,5884.88,24657897.01645
1758524580000,4191.58,4214.7,4190.01,4209.36,31735.648,133459088.71115
1758524640000,4209.4,4209.4,4197.49,4199.76,8438.836,35454259.66374
1758524700000,4199.76,4199.76,4195.03,4196.19,5251.888,22045129.66029
1758524760000,4196.2,4198.01,4191.69,4196.13,4194.144,17593696.54239
1758524820000,4196.13,4197.4,4191.52,4192.12,4078.113,17107938.4757
1758524880000,4192.12,4193.72,4190.45,4190.85,2527.923,10596343.71817
1758524940000,4190.86,4192.27,4183.36,4190.12,10907.92,45684837.37482
1758525000000,4190.13,4190.67,4186.0,4188.03,11747.144,49209289.37324
1758525060000,4188.03,4190.43,4186.0,4190.41,7067.818,29607767.00137
1758525120000,4190.42,4191.28,4186.69,4189.49,6037.42,25293494.99783
1758525180000,4189.49,4191.0,4187.47,4187.88,4454.841,18663296.65185
1758525240000,4187.89,4190.94,4187.88,4190.0,4286.212,17958138.76039
1758525300000,4190.01,4191.4,4188.35,4189.97,2882.904,12079630.69523
1758525360000,4189.96,4195.0,4189.85,4194.2,5788.083,24266025.50518
1758525420000,4194.19,4194.2,4190.0,4190.32,3669.219,15379271.28559
1758525480000,4190.31,4190.31,4185.0,4185.91,2991.132,12523790.79862
1758525540000,4185.91,4185.94,4181.06,4184.45,6441.453,26949334.06303
1758525600000,4184.44,4194.06,4184.23,4194.0,6171.894,25857074.27099
1758525660000,4194.0,4196.0,4190.33,4194.01,7047.486,29553439.12215
1758525720000,4194.0,4195.0,4191.27,4191.39,5334.398,22372340.20044
1758525780000,4191.38,4195.0,4189.04,4194.36,5265.591,22074029.00175
1758525840000,4194.36,4194.88,4190.65,4194.52,6150.374,25791109.8983
1758525900000,4194.53,4195.62,4191.39,4192.64,2613.55,10959802.08968
1758525960000,4192.64,4195.4,4190.0,4194.99,3392.491,14220636.61759
1758526020000,4195.0,4201.8,4194.99,4201.39,5275.526,22144059.33533
1758526080000,4201.39,4201.42,4198.96,4200.0,4321.424,18150584.37394
1758526140000,4200.01,4200.3,4198.91,4200.29,4797.533,20148634.7601
1758526200000,4200.3,4202.0,4198.29,4198.3,4006.22,16828671.63997
1758526260000,4198.29,4201.0,4194.06,4200.18,4645.82,19501258.50208
1758526320000,4200.18,4215.56,4200.18,4212.04,14933.267,62864622.72347
1758526380000,4212.05,4215.74,4206.83,4212.11,12236.983,51528118.08592
1758526440000,4212.11,4226.41,4212.11,4216.24,28824.098,121603696.24395
